"Notes"	"Five-Year Age Groups"	"Five-Year Age Groups Code"	"Gender"	"Gender Code"	"Year"	"Year Code"	"ICD Chapter"	"ICD Chapter Code"	Deaths	Population	Crude Rate
	"1-4 years"	"1-4"	"Female"	"F"	"2009"	"2009"	"Diseases of the circulatory system"	"I00-I99"	103	7943260	1.3
	"1-4 years"	"1-4"	"Female"	"F"	"2009"	"2009"	"Diseases of the respiratory system"	"J00-J98"	172	7943260	2.2
	"1-4 years"	"1-4"	"Female"	"F"	"2009"	"2009"	"Diseases of the digestive system"	"K00-K92"	32	7943260	0.4
	"1-4 years"	"1-4"	"Female"	"F"	"2009"	"2009"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	Suppressed	7943260	Suppressed
	"1-4 years"	"1-4"	"Female"	"F"	"2009"	"2009"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	Suppressed	7943260	Suppressed
	"1-4 years"	"1-4"	"Female"	"F"	"2009"	"2009"	"Diseases of the genitourinary system"	"N00-N98"	14	7943260	Unreliable
	"1-4 years"	"1-4"	"Female"	"F"	"2009"	"2009"	"Pregnancy, childbirth and the puerperium"	"O00-O99"	0	7943260	Unreliable
	"1-4 years"	"1-4"	"Female"	"F"	"2009"	"2009"	"Certain conditions originating in the perinatal period"	"P00-P96"	25	7943260	0.3
	"1-4 years"	"1-4"	"Female"	"F"	"2009"	"2009"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	234	7943260	2.9
	"1-4 years"	"1-4"	"Female"	"F"	"2009"	"2009"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	115	7943260	1.4
	"1-4 years"	"1-4"	"Female"	"F"	"2009"	"2009"	"Codes for special purposes"	"U00-U99"	0	7943260	Unreliable
	"1-4 years"	"1-4"	"Female"	"F"	"2009"	"2009"	"External causes of morbidity and mortality"	"V01-Y89"	760	7943260	9.6
	"1-4 years"	"1-4"	"Female"	"F"	"2010"	"2010"	"Certain infectious and parasitic diseases"	"A00-B99"	75	7952058	0.9
	"1-4 years"	"1-4"	"Female"	"F"	"2010"	"2010"	"Neoplasms"	"C00-D48"	176	7952058	2.2
	"1-4 years"	"1-4"	"Female"	"F"	"2010"	"2010"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	28	7952058	0.4
	"1-4 years"	"1-4"	"Female"	"F"	"2010"	"2010"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	66	7952058	0.8
	"1-4 years"	"1-4"	"Female"	"F"	"2010"	"2010"	"Mental and behavioural disorders"	"F01-F99"	Suppressed	7952058	Suppressed
	"1-4 years"	"1-4"	"Female"	"F"	"2010"	"2010"	"Diseases of the nervous system"	"G00-G98"	103	7952058	1.3
	"1-4 years"	"1-4"	"Female"	"F"	"2010"	"2010"	"Diseases of the eye and adnexa"	"H00-H57"	0	7952058	Unreliable
	"1-4 years"	"1-4"	"Female"	"F"	"2010"	"2010"	"Diseases of the ear and mastoid process"	"H60-H93"	0	7952058	Unreliable
	"1-4 years"	"1-4"	"Female"	"F"	"2010"	"2010"	"Diseases of the circulatory system"	"I00-I99"	97	7952058	1.2
	"1-4 years"	"1-4"	"Female"	"F"	"2010"	"2010"	"Diseases of the respiratory system"	"J00-J98"	122	7952058	1.5
	"1-4 years"	"1-4"	"Female"	"F"	"2010"	"2010"	"Diseases of the digestive system"	"K00-K92"	35	7952058	0.4
	"1-4 years"	"1-4"	"Female"	"F"	"2010"	"2010"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	Suppressed	7952058	Suppressed
	"1-4 years"	"1-4"	"Female"	"F"	"2010"	"2010"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	Suppressed	7952058	Suppressed
	"1-4 years"	"1-4"	"Female"	"F"	"2010"	"2010"	"Diseases of the genitourinary system"	"N00-N98"	10	7952058	Unreliable
	"1-4 years"	"1-4"	"Female"	"F"	"2010"	"2010"	"Pregnancy, childbirth and the puerperium"	"O00-O99"	0	7952058	Unreliable
	"1-4 years"	"1-4"	"Female"	"F"	"2010"	"2010"	"Certain conditions originating in the perinatal period"	"P00-P96"	22	7952058	0.3
	"1-4 years"	"1-4"	"Female"	"F"	"2010"	"2010"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	276	7952058	3.5
	"1-4 years"	"1-4"	"Female"	"F"	"2010"	"2010"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	112	7952058	1.4
	"1-4 years"	"1-4"	"Female"	"F"	"2010"	"2010"	"Codes for special purposes"	"U00-U99"	0	7952058	Unreliable
	"1-4 years"	"1-4"	"Female"	"F"	"2010"	"2010"	"External causes of morbidity and mortality"	"V01-Y89"	722	7952058	9.1
	"1-4 years"	"1-4"	"Female"	"F"	"2011"	"2011"	"Certain infectious and parasitic diseases"	"A00-B99"	79	7909731	1.0
	"1-4 years"	"1-4"	"Female"	"F"	"2011"	"2011"	"Neoplasms"	"C00-D48"	189	7909731	2.4
	"1-4 years"	"1-4"	"Female"	"F"	"2011"	"2011"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	24	7909731	0.3
	"1-4 years"	"1-4"	"Female"	"F"	"2011"	"2011"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	61	7909731	0.8
	"1-4 years"	"1-4"	"Female"	"F"	"2011"	"2011"	"Mental and behavioural disorders"	"F01-F99"	Suppressed	7909731	Suppressed
	"1-4 years"	"1-4"	"Female"	"F"	"2011"	"2011"	"Diseases of the nervous system"	"G00-G98"	106	7909731	1.3
	"1-4 years"	"1-4"	"Female"	"F"	"2011"	"2011"	"Diseases of the eye and adnexa"	"H00-H57"	0	7909731	Unreliable
	"1-4 years"	"1-4"	"Female"	"F"	"2011"	"2011"	"Diseases of the ear and mastoid process"	"H60-H93"	0	7909731	Unreliable
	"1-4 years"	"1-4"	"Female"	"F"	"2011"	"2011"	"Diseases of the circulatory system"	"I00-I99"	97	7909731	1.2
	"1-4 years"	"1-4"	"Female"	"F"	"2011"	"2011"	"Diseases of the respiratory system"	"J00-J98"	123	7909731	1.6
	"1-4 years"	"1-4"	"Female"	"F"	"2011"	"2011"	"Diseases of the digestive system"	"K00-K92"	33	7909731	0.4
	"1-4 years"	"1-4"	"Female"	"F"	"2011"	"2011"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	Suppressed	7909731	Suppressed
	"1-4 years"	"1-4"	"Female"	"F"	"2011"	"2011"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	Suppressed	7909731	Suppressed
	"1-4 years"	"1-4"	"Female"	"F"	"2011"	"2011"	"Diseases of the genitourinary system"	"N00-N98"	10	7909731	Unreliable
	"1-4 years"	"1-4"	"Female"	"F"	"2011"	"2011"	"Pregnancy, childbirth and the puerperium"	"O00-O99"	0	7909731	Unreliable
	"1-4 years"	"1-4"	"Female"	"F"	"2011"	"2011"	"Certain conditions originating in the perinatal period"	"P00-P96"	14	7909731	Unreliable
	"1-4 years"	"1-4"	"Female"	"F"	"2011"	"2011"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	227	7909731	2.9
	"1-4 years"	"1-4"	"Female"	"F"	"2011"	"2011"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	123	7909731	1.6
	"1-4 years"	"1-4"	"Female"	"F"	"2011"	"2011"	"Codes for special purposes"	"U00-U99"	0	7909731	Unreliable
	"1-4 years"	"1-4"	"Female"	"F"	"2011"	"2011"	"External causes of morbidity and mortality"	"V01-Y89"	745	7909731	9.4
	"1-4 years"	"1-4"	"Female"	"F"	"2012"	"2012"	"Certain infectious and parasitic diseases"	"A00-B99"	85	7856870	1.1
	"1-4 years"	"1-4"	"Female"	"F"	"2012"	"2012"	"Neoplasms"	"C00-D48"	209	7856870	2.7
	"1-4 years"	"1-4"	"Female"	"F"	"2012"	"2012"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	27	7856870	0.3
	"1-4 years"	"1-4"	"Female"	"F"	"2012"	"2012"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	51	7856870	0.6
	"1-4 years"	"1-4"	"Female"	"F"	"2012"	"2012"	"Mental and behavioural disorders"	"F01-F99"	Suppressed	7856870	Suppressed
	"1-4 years"	"1-4"	"Female"	"F"	"2012"	"2012"	"Diseases of the nervous system"	"G00-G98"	108	7856870	1.4
	"1-4 years"	"1-4"	"Female"	"F"	"2012"	"2012"	"Diseases of the eye and adnexa"	"H00-H57"	0	7856870	Unreliable
	"1-4 years"	"1-4"	"Female"	"F"	"2012"	"2012"	"Diseases of the ear and mastoid process"	"H60-H93"	0	7856870	Unreliable
	"1-4 years"	"1-4"	"Female"	"F"	"2012"	"2012"	"Diseases of the circulatory system"	"I00-I99"	98	7856870	1.2
	"1-4 years"	"1-4"	"Female"	"F"	"2012"	"2012"	"Diseases of the respiratory system"	"J00-J98"	111	7856870	1.4
	"1-4 years"	"1-4"	"Female"	"F"	"2012"	"2012"	"Diseases of the digestive system"	"K00-K92"	26	7856870	0.3
	"1-4 years"	"1-4"	"Female"	"F"	"2012"	"2012"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	Suppressed	7856870	Suppressed
	"1-4 years"	"1-4"	"Female"	"F"	"2012"	"2012"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	Suppressed	7856870	Suppressed
	"1-4 years"	"1-4"	"Female"	"F"	"2012"	"2012"	"Diseases of the genitourinary system"	"N00-N98"	Suppressed	7856870	Suppressed
	"1-4 years"	"1-4"	"Female"	"F"	"2012"	"2012"	"Pregnancy, childbirth and the puerperium"	"O00-O99"	0	7856870	Unreliable
	"1-4 years"	"1-4"	"Female"	"F"	"2012"	"2012"	"Certain conditions originating in the perinatal period"	"P00-P96"	15	7856870	Unreliable
	"1-4 years"	"1-4"	"Female"	"F"	"2012"	"2012"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	226	7856870	2.9
	"1-4 years"	"1-4"	"Female"	"F"	"2012"	"2012"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	124	7856870	1.6
	"1-4 years"	"1-4"	"Female"	"F"	"2012"	"2012"	"Codes for special purposes"	"U00-U99"	0	7856870	Unreliable
	"1-4 years"	"1-4"	"Female"	"F"	"2012"	"2012"	"External causes of morbidity and mortality"	"V01-Y89"	723	7856870	9.2
	"1-4 years"	"1-4"	"Female"	"F"	"2013"	"2013"	"Certain infectious and parasitic diseases"	"A00-B99"	76	7790614	1.0
	"1-4 years"	"1-4"	"Female"	"F"	"2013"	"2013"	"Neoplasms"	"C00-D48"	173	7790614	2.2
	"1-4 years"	"1-4"	"Female"	"F"	"2013"	"2013"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	24	7790614	0.3
	"1-4 years"	"1-4"	"Female"	"F"	"2013"	"2013"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	63	7790614	0.8
	"1-4 years"	"1-4"	"Female"	"F"	"2013"	"2013"	"Mental and behavioural disorders"	"F01-F99"	Suppressed	7790614	Suppressed
	"1-4 years"	"1-4"	"Female"	"F"	"2013"	"2013"	"Diseases of the nervous system"	"G00-G98"	111	7790614	1.4
	"1-4 years"	"1-4"	"Female"	"F"	"2013"	"2013"	"Diseases of the eye and adnexa"	"H00-H57"	Suppressed	7790614	Suppressed
	"1-4 years"	"1-4"	"Female"	"F"	"2013"	"2013"	"Diseases of the ear and mastoid process"	"H60-H93"	0	7790614	Unreliable
	"1-4 years"	"1-4"	"Female"	"F"	"2013"	"2013"	"Diseases of the circulatory system"	"I00-I99"	92	7790614	1.2
	"1-4 years"	"1-4"	"Female"	"F"	"2013"	"2013"	"Diseases of the respiratory system"	"J00-J98"	131	7790614	1.7
	"1-4 years"	"1-4"	"Female"	"F"	"2013"	"2013"	"Diseases of the digestive system"	"K00-K92"	21	7790614	0.3
	"1-4 years"	"1-4"	"Female"	"F"	"2013"	"2013"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	0	7790614	Unreliable
	"1-4 years"	"1-4"	"Female"	"F"	"2013"	"2013"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	Suppressed	7790614	Suppressed
	"1-4 years"	"1-4"	"Female"	"F"	"2013"	"2013"	"Diseases of the genitourinary system"	"N00-N98"	Suppressed	7790614	Suppressed
	"1-4 years"	"1-4"	"Female"	"F"	"2013"	"2013"	"Pregnancy, childbirth and the puerperium"	"O00-O99"	0	7790614	Unreliable
	"1-4 years"	"1-4"	"Female"	"F"	"2013"	"2013"	"Certain conditions originating in the perinatal period"	"P00-P96"	16	7790614	Unreliable
	"1-4 years"	"1-4"	"Female"	"F"	"2013"	"2013"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	244	7790614	3.1
	"1-4 years"	"1-4"	"Female"	"F"	"2013"	"2013"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	112	7790614	1.4
	"1-4 years"	"1-4"	"Female"	"F"	"2013"	"2013"	"Codes for special purposes"	"U00-U99"	0	7790614	Unreliable
	"1-4 years"	"1-4"	"Female"	"F"	"2013"	"2013"	"External causes of morbidity and mortality"	"V01-Y89"	668	7790614	8.6
	"1-4 years"	"1-4"	"Female"	"F"	"2014"	"2014"	"Certain infectious and parasitic diseases"	"A00-B99"	83	7790662	1.1
	"1-4 years"	"1-4"	"Female"	"F"	"2014"	"2014"	"Neoplasms"	"C00-D48"	158	7790662	2.0
	"1-4 years"	"1-4"	"Female"	"F"	"2014"	"2014"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	24	7790662	0.3
	"1-4 years"	"1-4"	"Female"	"F"	"2014"	"2014"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	61	7790662	0.8
	"1-4 years"	"1-4"	"Female"	"F"	"2014"	"2014"	"Mental and behavioural disorders"	"F01-F99"	Suppressed	7790662	Suppressed
	"1-4 years"	"1-4"	"Female"	"F"	"2014"	"2014"	"Diseases of the nervous system"	"G00-G98"	102	7790662	1.3
	"1-4 years"	"1-4"	"Female"	"F"	"2014"	"2014"	"Diseases of the eye and adnexa"	"H00-H57"	0	7790662	Unreliable
	"1-4 years"	"1-4"	"Female"	"F"	"2014"	"2014"	"Diseases of the ear and mastoid process"	"H60-H93"	Suppressed	7790662	Suppressed
	"1-4 years"	"1-4"	"Female"	"F"	"2014"	"2014"	"Diseases of the circulatory system"	"I00-I99"	87	7790662	1.1
	"1-4 years"	"1-4"	"Female"	"F"	"2014"	"2014"	"Diseases of the respiratory system"	"J00-J98"	134	7790662	1.7
	"1-4 years"	"1-4"	"Female"	"F"	"2014"	"2014"	"Diseases of the digestive system"	"K00-K92"	24	7790662	0.3
	"1-4 years"	"1-4"	"Female"	"F"	"2014"	"2014"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	0	7790662	Unreliable
	"1-4 years"	"1-4"	"Female"	"F"	"2014"	"2014"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	Suppressed	7790662	Suppressed
	"1-4 years"	"1-4"	"Female"	"F"	"2014"	"2014"	"Diseases of the genitourinary system"	"N00-N98"	11	7790662	Unreliable
	"1-4 years"	"1-4"	"Female"	"F"	"2014"	"2014"	"Pregnancy, childbirth and the puerperium"	"O00-O99"	0	7790662	Unreliable
	"1-4 years"	"1-4"	"Female"	"F"	"2014"	"2014"	"Certain conditions originating in the perinatal period"	"P00-P96"	14	7790662	Unreliable
	"1-4 years"	"1-4"	"Female"	"F"	"2014"	"2014"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	180	7790662	2.3
	"1-4 years"	"1-4"	"Female"	"F"	"2014"	"2014"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	105	7790662	1.3
	"1-4 years"	"1-4"	"Female"	"F"	"2014"	"2014"	"Codes for special purposes"	"U00-U99"	0	7790662	Unreliable
	"1-4 years"	"1-4"	"Female"	"F"	"2014"	"2014"	"External causes of morbidity and mortality"	"V01-Y89"	671	7790662	8.6
	"1-4 years"	"1-4"	"Female"	"F"	"2015"	"2015"	"Certain infectious and parasitic diseases"	"A00-B99"	87	7786776	1.1
	"1-4 years"	"1-4"	"Female"	"F"	"2015"	"2015"	"Neoplasms"	"C00-D48"	175	7786776	2.2
	"1-4 years"	"1-4"	"Female"	"F"	"2015"	"2015"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	32	7786776	0.4
	"1-4 years"	"1-4"	"Female"	"F"	"2015"	"2015"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	56	7786776	0.7
	"1-4 years"	"1-4"	"Female"	"F"	"2015"	"2015"	"Mental and behavioural disorders"	"F01-F99"	Suppressed	7786776	Suppressed
	"1-4 years"	"1-4"	"Female"	"F"	"2015"	"2015"	"Diseases of the nervous system"	"G00-G98"	124	7786776	1.6
	"1-4 years"	"1-4"	"Female"	"F"	"2015"	"2015"	"Diseases of the eye and adnexa"	"H00-H57"	0	7786776	Unreliable
	"1-4 years"	"1-4"	"Female"	"F"	"2015"	"2015"	"Diseases of the ear and mastoid process"	"H60-H93"	Suppressed	7786776	Suppressed
	"1-4 years"	"1-4"	"Female"	"F"	"2015"	"2015"	"Diseases of the circulatory system"	"I00-I99"	89	7786776	1.1
	"1-4 years"	"1-4"	"Female"	"F"	"2015"	"2015"	"Diseases of the respiratory system"	"J00-J98"	98	7786776	1.3
	"1-4 years"	"1-4"	"Female"	"F"	"2015"	"2015"	"Diseases of the digestive system"	"K00-K92"	26	7786776	0.3
	"1-4 years"	"1-4"	"Female"	"F"	"2015"	"2015"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	Suppressed	7786776	Suppressed
	"1-4 years"	"1-4"	"Female"	"F"	"2015"	"2015"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	Suppressed	7786776	Suppressed
	"1-4 years"	"1-4"	"Female"	"F"	"2015"	"2015"	"Diseases of the genitourinary system"	"N00-N98"	Suppressed	7786776	Suppressed
	"1-4 years"	"1-4"	"Female"	"F"	"2015"	"2015"	"Pregnancy, childbirth and the puerperium"	"O00-O99"	0	7786776	Unreliable
	"1-4 years"	"1-4"	"Female"	"F"	"2015"	"2015"	"Certain conditions originating in the perinatal period"	"P00-P96"	16	7786776	Unreliable
	"1-4 years"	"1-4"	"Female"	"F"	"2015"	"2015"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	208	7786776	2.7
	"1-4 years"	"1-4"	"Female"	"F"	"2015"	"2015"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	113	7786776	1.5
	"1-4 years"	"1-4"	"Female"	"F"	"2015"	"2015"	"Codes for special purposes"	"U00-U99"	0	7786776	Unreliable
	"1-4 years"	"1-4"	"Female"	"F"	"2015"	"2015"	"External causes of morbidity and mortality"	"V01-Y89"	639	7786776	8.2
	"1-4 years"	"1-4"	"Female"	"F"	"2016"	"2016"	"Certain infectious and parasitic diseases"	"A00-B99"	96	7800517	1.2
	"1-4 years"	"1-4"	"Female"	"F"	"2016"	"2016"	"Neoplasms"	"C00-D48"	197	7800517	2.5
	"1-4 years"	"1-4"	"Female"	"F"	"2016"	"2016"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	37	7800517	0.5
	"1-4 years"	"1-4"	"Female"	"F"	"2016"	"2016"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	67	7800517	0.9
	"1-4 years"	"1-4"	"Female"	"F"	"2016"	"2016"	"Mental and behavioural disorders"	"F01-F99"	0	7800517	Unreliable
	"1-4 years"	"1-4"	"Female"	"F"	"2016"	"2016"	"Diseases of the nervous system"	"G00-G98"	106	7800517	1.4
	"1-4 years"	"1-4"	"Female"	"F"	"2016"	"2016"	"Diseases of the eye and adnexa"	"H00-H57"	0	7800517	Unreliable
	"1-4 years"	"1-4"	"Female"	"F"	"2016"	"2016"	"Diseases of the ear and mastoid process"	"H60-H93"	0	7800517	Unreliable
	"1-4 years"	"1-4"	"Female"	"F"	"2016"	"2016"	"Diseases of the circulatory system"	"I00-I99"	89	7800517	1.1
	"1-4 years"	"1-4"	"Female"	"F"	"2016"	"2016"	"Diseases of the respiratory system"	"J00-J98"	117	7800517	1.5
	"1-4 years"	"1-4"	"Female"	"F"	"2016"	"2016"	"Diseases of the digestive system"	"K00-K92"	33	7800517	0.4
	"1-4 years"	"1-4"	"Female"	"F"	"2016"	"2016"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	Suppressed	7800517	Suppressed
	"1-4 years"	"1-4"	"Female"	"F"	"2016"	"2016"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	Suppressed	7800517	Suppressed
	"1-4 years"	"1-4"	"Female"	"F"	"2016"	"2016"	"Diseases of the genitourinary system"	"N00-N98"	12	7800517	Unreliable
	"1-4 years"	"1-4"	"Female"	"F"	"2016"	"2016"	"Pregnancy, childbirth and the puerperium"	"O00-O99"	0	7800517	Unreliable
	"1-4 years"	"1-4"	"Female"	"F"	"2016"	"2016"	"Certain conditions originating in the perinatal period"	"P00-P96"	25	7800517	0.3
	"1-4 years"	"1-4"	"Female"	"F"	"2016"	"2016"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	227	7800517	2.9
	"1-4 years"	"1-4"	"Female"	"F"	"2016"	"2016"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	100	7800517	1.3
	"1-4 years"	"1-4"	"Female"	"F"	"2016"	"2016"	"Codes for special purposes"	"U00-U99"	0	7800517	Unreliable
	"1-4 years"	"1-4"	"Female"	"F"	"2016"	"2016"	"External causes of morbidity and mortality"	"V01-Y89"	677	7800517	8.7
	"1-4 years"	"1-4"	"Female"	"F"	"2017"	"2017"	"Certain infectious and parasitic diseases"	"A00-B99"	59	7818747	0.8
	"1-4 years"	"1-4"	"Female"	"F"	"2017"	"2017"	"Neoplasms"	"C00-D48"	166	7818747	2.1
	"1-4 years"	"1-4"	"Female"	"F"	"2017"	"2017"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	28	7818747	0.4
	"1-4 years"	"1-4"	"Female"	"F"	"2017"	"2017"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	65	7818747	0.8
	"1-4 years"	"1-4"	"Female"	"F"	"2017"	"2017"	"Mental and behavioural disorders"	"F01-F99"	Suppressed	7818747	Suppressed
	"1-4 years"	"1-4"	"Female"	"F"	"2017"	"2017"	"Diseases of the nervous system"	"G00-G98"	88	7818747	1.1
	"1-4 years"	"1-4"	"Female"	"F"	"2017"	"2017"	"Diseases of the eye and adnexa"	"H00-H57"	0	7818747	Unreliable
	"1-4 years"	"1-4"	"Female"	"F"	"2017"	"2017"	"Diseases of the ear and mastoid process"	"H60-H93"	Suppressed	7818747	Suppressed
	"1-4 years"	"1-4"	"Female"	"F"	"2017"	"2017"	"Diseases of the circulatory system"	"I00-I99"	86	7818747	1.1
	"1-4 years"	"1-4"	"Female"	"F"	"2017"	"2017"	"Diseases of the respiratory system"	"J00-J98"	116	7818747	1.5
	"1-4 years"	"1-4"	"Female"	"F"	"2017"	"2017"	"Diseases of the digestive system"	"K00-K92"	20	7818747	0.3
	"1-4 years"	"1-4"	"Female"	"F"	"2017"	"2017"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	0	7818747	Unreliable
	"1-4 years"	"1-4"	"Female"	"F"	"2017"	"2017"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	Suppressed	7818747	Suppressed
	"1-4 years"	"1-4"	"Female"	"F"	"2017"	"2017"	"Diseases of the genitourinary system"	"N00-N98"	Suppressed	7818747	Suppressed
	"1-4 years"	"1-4"	"Female"	"F"	"2017"	"2017"	"Pregnancy, childbirth and the puerperium"	"O00-O99"	0	7818747	Unreliable
	"1-4 years"	"1-4"	"Female"	"F"	"2017"	"2017"	"Certain conditions originating in the perinatal period"	"P00-P96"	23	7818747	0.3
	"1-4 years"	"1-4"	"Female"	"F"	"2017"	"2017"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	199	7818747	2.5
	"1-4 years"	"1-4"	"Female"	"F"	"2017"	"2017"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	122	7818747	1.6
	"1-4 years"	"1-4"	"Female"	"F"	"2017"	"2017"	"Codes for special purposes"	"U00-U99"	0	7818747	Unreliable
	"1-4 years"	"1-4"	"Female"	"F"	"2017"	"2017"	"External causes of morbidity and mortality"	"V01-Y89"	666	7818747	8.5
	"1-4 years"	"1-4"	"Female"	"F"	"2018"	"2018"	"Certain infectious and parasitic diseases"	"A00-B99"	85	7798370	1.1
	"1-4 years"	"1-4"	"Female"	"F"	"2018"	"2018"	"Neoplasms"	"C00-D48"	161	7798370	2.1
	"1-4 years"	"1-4"	"Female"	"F"	"2018"	"2018"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	28	7798370	0.4
	"1-4 years"	"1-4"	"Female"	"F"	"2018"	"2018"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	55	7798370	0.7
	"1-4 years"	"1-4"	"Female"	"F"	"2018"	"2018"	"Mental and behavioural disorders"	"F01-F99"	Suppressed	7798370	Suppressed
	"1-4 years"	"1-4"	"Female"	"F"	"2018"	"2018"	"Diseases of the nervous system"	"G00-G98"	89	7798370	1.1
	"1-4 years"	"1-4"	"Female"	"F"	"2018"	"2018"	"Diseases of the eye and adnexa"	"H00-H57"	0	7798370	Unreliable
	"1-4 years"	"1-4"	"Female"	"F"	"2018"	"2018"	"Diseases of the ear and mastoid process"	"H60-H93"	0	7798370	Unreliable
	"1-4 years"	"1-4"	"Female"	"F"	"2018"	"2018"	"Diseases of the circulatory system"	"I00-I99"	82	7798370	1.1
	"1-4 years"	"1-4"	"Female"	"F"	"2018"	"2018"	"Diseases of the respiratory system"	"J00-J98"	118	7798370	1.5
	"1-4 years"	"1-4"	"Female"	"F"	"2018"	"2018"	"Diseases of the digestive system"	"K00-K92"	25	7798370	0.3
	"1-4 years"	"1-4"	"Female"	"F"	"2018"	"2018"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	0	7798370	Unreliable
	"1-4 years"	"1-4"	"Female"	"F"	"2018"	"2018"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	0	7798370	Unreliable
	"1-4 years"	"1-4"	"Female"	"F"	"2018"	"2018"	"Diseases of the genitourinary system"	"N00-N98"	Suppressed	7798370	Suppressed
	"1-4 years"	"1-4"	"Female"	"F"	"2018"	"2018"	"Pregnancy, childbirth and the puerperium"	"O00-O99"	0	7798370	Unreliable
	"1-4 years"	"1-4"	"Female"	"F"	"2018"	"2018"	"Certain conditions originating in the perinatal period"	"P00-P96"	22	7798370	0.3
	"1-4 years"	"1-4"	"Female"	"F"	"2018"	"2018"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	174	7798370	2.2
	"1-4 years"	"1-4"	"Female"	"F"	"2018"	"2018"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	102	7798370	1.3
	"1-4 years"	"1-4"	"Female"	"F"	"2018"	"2018"	"Codes for special purposes"	"U00-U99"	0	7798370	Unreliable
	"1-4 years"	"1-4"	"Female"	"F"	"2018"	"2018"	"External causes of morbidity and mortality"	"V01-Y89"	640	7798370	8.2
	"1-4 years"	"1-4"	"Female"	"F"	"2019"	"2019"	"Certain infectious and parasitic diseases"	"A00-B99"	107	7719541	1.4
