"Notes"	"Gender"	"Gender Code"	"Year"	"Year Code"	"Five-Year Age Groups"	"Five-Year Age Groups Code"	"ICD Chapter"	"ICD Chapter Code"	"Single Race 6"	"Single Race 6 Code"	Deaths	Population	Crude Rate
	"Female"	"F"	"2021"	"2021"	"45-49 years"	"45-49"	"Codes for special purposes"	"U00-U99"	"American Indian or Alaska Native"	"1002-5"	12	54370	Unreliable
	"Female"	"F"	"2021"	"2021"	"45-49 years"	"45-49"	"Codes for special purposes"	"U00-U99"	"Asian"	"A"	Suppressed	19211	Suppressed
	"Female"	"F"	"2021"	"2021"	"45-49 years"	"45-49"	"Codes for special purposes"	"U00-U99"	"Black or African American"	"2054-5"	15	92522	Unreliable
	"Female"	"F"	"2021"	"2021"	"45-49 years"	"45-49"	"Codes for special purposes"	"U00-U99"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	Suppressed	6506	Suppressed
	"Female"	"F"	"2021"	"2021"	"45-49 years"	"45-49"	"Codes for special purposes"	"U00-U99"	"White"	"2106-3"	1252	1733727	72.2
	"Female"	"F"	"2021"	"2021"	"45-49 years"	"45-49"	"Codes for special purposes"	"U00-U99"	"More than one race"	"M"	12	44292	Unreliable
	"Female"	"F"	"2021"	"2021"	"45-49 years"	"45-49"	"External causes of morbidity and mortality"	"V01-Y89"	"American Indian or Alaska Native"	"1002-5"	Suppressed	54370	Suppressed
	"Female"	"F"	"2021"	"2021"	"45-49 years"	"45-49"	"External causes of morbidity and mortality"	"V01-Y89"	"Asian"	"A"	Suppressed	19211	Suppressed
	"Female"	"F"	"2021"	"2021"	"45-49 years"	"45-49"	"External causes of morbidity and mortality"	"V01-Y89"	"Black or African American"	"2054-5"	15	92522	Unreliable
	"Female"	"F"	"2021"	"2021"	"45-49 years"	"45-49"	"External causes of morbidity and mortality"	"V01-Y89"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	0	6506	Unreliable
	"Female"	"F"	"2021"	"2021"	"45-49 years"	"45-49"	"External causes of morbidity and mortality"	"V01-Y89"	"White"	"2106-3"	503	1733727	29.0
	"Female"	"F"	"2021"	"2021"	"45-49 years"	"45-49"	"External causes of morbidity and mortality"	"V01-Y89"	"More than one race"	"M"	14	44292	Unreliable
	"Female"	"F"	"2021"	"2021"	"50-54 years"	"50-54"	"Certain infectious and parasitic diseases"	"A00-B99"	"American Indian or Alaska Native"	"1002-5"	Suppressed	48314	Suppressed
	"Female"	"F"	"2021"	"2021"	"50-54 years"	"50-54"	"Certain infectious and parasitic diseases"	"A00-B99"	"Asian"	"A"	Suppressed	16676	Suppressed
	"Female"	"F"	"2021"	"2021"	"50-54 years"	"50-54"	"Certain infectious and parasitic diseases"	"A00-B99"	"Black or African American"	"2054-5"	Suppressed	80083	Suppressed
	"Female"	"F"	"2021"	"2021"	"50-54 years"	"50-54"	"Certain infectious and parasitic diseases"	"A00-B99"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	0	5812	Unreliable
	"Female"	"F"	"2021"	"2021"	"50-54 years"	"50-54"	"Certain infectious and parasitic diseases"	"A00-B99"	"White"	"2106-3"	131	1555988	8.4
	"Female"	"F"	"2021"	"2021"	"50-54 years"	"50-54"	"Certain infectious and parasitic diseases"	"A00-B99"	"More than one race"	"M"	Suppressed	36614	Suppressed
	"Female"	"F"	"2021"	"2021"	"50-54 years"	"50-54"	"Neoplasms"	"C00-D48"	"American Indian or Alaska Native"	"1002-5"	Suppressed	48314	Suppressed
	"Female"	"F"	"2021"	"2021"	"50-54 years"	"50-54"	"Neoplasms"	"C00-D48"	"Asian"	"A"	Suppressed	16676	Suppressed
	"Female"	"F"	"2021"	"2021"	"50-54 years"	"50-54"	"Neoplasms"	"C00-D48"	"Black or African American"	"2054-5"	24	80083	30.0
	"Female"	"F"	"2021"	"2021"	"50-54 years"	"50-54"	"Neoplasms"	"C00-D48"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	Suppressed	5812	Suppressed
	"Female"	"F"	"2021"	"2021"	"50-54 years"	"50-54"	"Neoplasms"	"C00-D48"	"White"	"2106-3"	1373	1555988	88.2
	"Female"	"F"	"2021"	"2021"	"50-54 years"	"50-54"	"Neoplasms"	"C00-D48"	"More than one race"	"M"	11	36614	Unreliable
	"Female"	"F"	"2021"	"2021"	"50-54 years"	"50-54"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	"American Indian or Alaska Native"	"1002-5"	0	48314	Unreliable
	"Female"	"F"	"2021"	"2021"	"50-54 years"	"50-54"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	"Asian"	"A"	0	16676	Unreliable
	"Female"	"F"	"2021"	"2021"	"50-54 years"	"50-54"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	"Black or African American"	"2054-5"	Suppressed	80083	Suppressed
	"Female"	"F"	"2021"	"2021"	"50-54 years"	"50-54"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	0	5812	Unreliable
	"Female"	"F"	"2021"	"2021"	"50-54 years"	"50-54"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	"White"	"2106-3"	19	1555988	Unreliable
	"Female"	"F"	"2021"	"2021"	"50-54 years"	"50-54"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	"More than one race"	"M"	Suppressed	36614	Suppressed
	"Female"	"F"	"2021"	"2021"	"50-54 years"	"50-54"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"American Indian or Alaska Native"	"1002-5"	Suppressed	48314	Suppressed
	"Female"	"F"	"2021"	"2021"	"50-54 years"	"50-54"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Asian"	"A"	0	16676	Unreliable
	"Female"	"F"	"2021"	"2021"	"50-54 years"	"50-54"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Black or African American"	"2054-5"	Suppressed	80083	Suppressed
	"Female"	"F"	"2021"	"2021"	"50-54 years"	"50-54"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	0	5812	Unreliable
	"Female"	"F"	"2021"	"2021"	"50-54 years"	"50-54"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"White"	"2106-3"	308	1555988	19.8
	"Female"	"F"	"2021"	"2021"	"50-54 years"	"50-54"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"More than one race"	"M"	Suppressed	36614	Suppressed
	"Female"	"F"	"2021"	"2021"	"50-54 years"	"50-54"	"Mental and behavioural disorders"	"F01-F99"	"American Indian or Alaska Native"	"1002-5"	0	48314	Unreliable
	"Female"	"F"	"2021"	"2021"	"50-54 years"	"50-54"	"Mental and behavioural disorders"	"F01-F99"	"Asian"	"A"	0	16676	Unreliable
	"Female"	"F"	"2021"	"2021"	"50-54 years"	"50-54"	"Mental and behavioural disorders"	"F01-F99"	"Black or African American"	"2054-5"	Suppressed	80083	Suppressed
	"Female"	"F"	"2021"	"2021"	"50-54 years"	"50-54"	"Mental and behavioural disorders"	"F01-F99"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	0	5812	Unreliable
	"Female"	"F"	"2021"	"2021"	"50-54 years"	"50-54"	"Mental and behavioural disorders"	"F01-F99"	"White"	"2106-3"	56	1555988	3.6
	"Female"	"F"	"2021"	"2021"	"50-54 years"	"50-54"	"Mental and behavioural disorders"	"F01-F99"	"More than one race"	"M"	Suppressed	36614	Suppressed
	"Female"	"F"	"2021"	"2021"	"50-54 years"	"50-54"	"Diseases of the nervous system"	"G00-G98"	"American Indian or Alaska Native"	"1002-5"	0	48314	Unreliable
	"Female"	"F"	"2021"	"2021"	"50-54 years"	"50-54"	"Diseases of the nervous system"	"G00-G98"	"Asian"	"A"	0	16676	Unreliable
	"Female"	"F"	"2021"	"2021"	"50-54 years"	"50-54"	"Diseases of the nervous system"	"G00-G98"	"Black or African American"	"2054-5"	Suppressed	80083	Suppressed
	"Female"	"F"	"2021"	"2021"	"50-54 years"	"50-54"	"Diseases of the nervous system"	"G00-G98"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	0	5812	Unreliable
	"Female"	"F"	"2021"	"2021"	"50-54 years"	"50-54"	"Diseases of the nervous system"	"G00-G98"	"White"	"2106-3"	107	1555988	6.9
	"Female"	"F"	"2021"	"2021"	"50-54 years"	"50-54"	"Diseases of the nervous system"	"G00-G98"	"More than one race"	"M"	Suppressed	36614	Suppressed
	"Female"	"F"	"2021"	"2021"	"50-54 years"	"50-54"	"Diseases of the eye and adnexa"	"H00-H57"	"American Indian or Alaska Native"	"1002-5"	0	48314	Unreliable
	"Female"	"F"	"2021"	"2021"	"50-54 years"	"50-54"	"Diseases of the eye and adnexa"	"H00-H57"	"Asian"	"A"	0	16676	Unreliable
	"Female"	"F"	"2021"	"2021"	"50-54 years"	"50-54"	"Diseases of the eye and adnexa"	"H00-H57"	"Black or African American"	"2054-5"	0	80083	Unreliable
	"Female"	"F"	"2021"	"2021"	"50-54 years"	"50-54"	"Diseases of the eye and adnexa"	"H00-H57"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	0	5812	Unreliable
	"Female"	"F"	"2021"	"2021"	"50-54 years"	"50-54"	"Diseases of the eye and adnexa"	"H00-H57"	"White"	"2106-3"	0	1555988	Unreliable
	"Female"	"F"	"2021"	"2021"	"50-54 years"	"50-54"	"Diseases of the eye and adnexa"	"H00-H57"	"More than one race"	"M"	0	36614	Unreliable
	"Female"	"F"	"2021"	"2021"	"50-54 years"	"50-54"	"Diseases of the ear and mastoid process"	"H60-H93"	"American Indian or Alaska Native"	"1002-5"	0	48314	Unreliable
	"Female"	"F"	"2021"	"2021"	"50-54 years"	"50-54"	"Diseases of the ear and mastoid process"	"H60-H93"	"Asian"	"A"	0	16676	Unreliable
	"Female"	"F"	"2021"	"2021"	"50-54 years"	"50-54"	"Diseases of the ear and mastoid process"	"H60-H93"	"Black or African American"	"2054-5"	0	80083	Unreliable
	"Female"	"F"	"2021"	"2021"	"50-54 years"	"50-54"	"Diseases of the ear and mastoid process"	"H60-H93"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	0	5812	Unreliable
	"Female"	"F"	"2021"	"2021"	"50-54 years"	"50-54"	"Diseases of the ear and mastoid process"	"H60-H93"	"White"	"2106-3"	Suppressed	1555988	Suppressed
	"Female"	"F"	"2021"	"2021"	"50-54 years"	"50-54"	"Diseases of the ear and mastoid process"	"H60-H93"	"More than one race"	"M"	0	36614	Unreliable
	"Female"	"F"	"2021"	"2021"	"50-54 years"	"50-54"	"Diseases of the circulatory system"	"I00-I99"	"American Indian or Alaska Native"	"1002-5"	Suppressed	48314	Suppressed
	"Female"	"F"	"2021"	"2021"	"50-54 years"	"50-54"	"Diseases of the circulatory system"	"I00-I99"	"Asian"	"A"	Suppressed	16676	Suppressed
	"Female"	"F"	"2021"	"2021"	"50-54 years"	"50-54"	"Diseases of the circulatory system"	"I00-I99"	"Black or African American"	"2054-5"	19	80083	Unreliable
	"Female"	"F"	"2021"	"2021"	"50-54 years"	"50-54"	"Diseases of the circulatory system"	"I00-I99"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	0	5812	Unreliable
	"Female"	"F"	"2021"	"2021"	"50-54 years"	"50-54"	"Diseases of the circulatory system"	"I00-I99"	"White"	"2106-3"	775	1555988	49.8
	"Female"	"F"	"2021"	"2021"	"50-54 years"	"50-54"	"Diseases of the circulatory system"	"I00-I99"	"More than one race"	"M"	Suppressed	36614	Suppressed
	"Female"	"F"	"2021"	"2021"	"50-54 years"	"50-54"	"Diseases of the respiratory system"	"J00-J98"	"American Indian or Alaska Native"	"1002-5"	0	48314	Unreliable
	"Female"	"F"	"2021"	"2021"	"50-54 years"	"50-54"	"Diseases of the respiratory system"	"J00-J98"	"Asian"	"A"	0	16676	Unreliable
	"Female"	"F"	"2021"	"2021"	"50-54 years"	"50-54"	"Diseases of the respiratory system"	"J00-J98"	"Black or African American"	"2054-5"	Suppressed	80083	Suppressed
	"Female"	"F"	"2021"	"2021"	"50-54 years"	"50-54"	"Diseases of the respiratory system"	"J00-J98"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	0	5812	Unreliable
	"Female"	"F"	"2021"	"2021"	"50-54 years"	"50-54"	"Diseases of the respiratory system"	"J00-J98"	"White"	"2106-3"	153	1555988	9.8
	"Female"	"F"	"2021"	"2021"	"50-54 years"	"50-54"	"Diseases of the respiratory system"	"J00-J98"	"More than one race"	"M"	0	36614	Unreliable
	"Female"	"F"	"2021"	"2021"	"50-54 years"	"50-54"	"Diseases of the digestive system"	"K00-K92"	"American Indian or Alaska Native"	"1002-5"	Suppressed	48314	Suppressed
	"Female"	"F"	"2021"	"2021"	"50-54 years"	"50-54"	"Diseases of the digestive system"	"K00-K92"	"Asian"	"A"	0	16676	Unreliable
	"Female"	"F"	"2021"	"2021"	"50-54 years"	"50-54"	"Diseases of the digestive system"	"K00-K92"	"Black or African American"	"2054-5"	Suppressed	80083	Suppressed
	"Female"	"F"	"2021"	"2021"	"50-54 years"	"50-54"	"Diseases of the digestive system"	"K00-K92"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	0	5812	Unreliable
	"Female"	"F"	"2021"	"2021"	"50-54 years"	"50-54"	"Diseases of the digestive system"	"K00-K92"	"White"	"2106-3"	381	1555988	24.5
	"Female"	"F"	"2021"	"2021"	"50-54 years"	"50-54"	"Diseases of the digestive system"	"K00-K92"	"More than one race"	"M"	Suppressed	36614	Suppressed
	"Female"	"F"	"2021"	"2021"	"50-54 years"	"50-54"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	"American Indian or Alaska Native"	"1002-5"	0	48314	Unreliable
	"Female"	"F"	"2021"	"2021"	"50-54 years"	"50-54"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	"Asian"	"A"	0	16676	Unreliable
	"Female"	"F"	"2021"	"2021"	"50-54 years"	"50-54"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	"Black or African American"	"2054-5"	Suppressed	80083	Suppressed
	"Female"	"F"	"2021"	"2021"	"50-54 years"	"50-54"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	0	5812	Unreliable
	"Female"	"F"	"2021"	"2021"	"50-54 years"	"50-54"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	"White"	"2106-3"	Suppressed	1555988	Suppressed
	"Female"	"F"	"2021"	"2021"	"50-54 years"	"50-54"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	"More than one race"	"M"	0	36614	Unreliable
	"Female"	"F"	"2021"	"2021"	"50-54 years"	"50-54"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	"American Indian or Alaska Native"	"1002-5"	0	48314	Unreliable
	"Female"	"F"	"2021"	"2021"	"50-54 years"	"50-54"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	"Asian"	"A"	0	16676	Unreliable
	"Female"	"F"	"2021"	"2021"	"50-54 years"	"50-54"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	"Black or African American"	"2054-5"	Suppressed	80083	Suppressed
	"Female"	"F"	"2021"	"2021"	"50-54 years"	"50-54"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	0	5812	Unreliable
	"Female"	"F"	"2021"	"2021"	"50-54 years"	"50-54"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	"White"	"2106-3"	51	1555988	3.3
	"Female"	"F"	"2021"	"2021"	"50-54 years"	"50-54"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	"More than one race"	"M"	0	36614	Unreliable
	"Female"	"F"	"2021"	"2021"	"50-54 years"	"50-54"	"Diseases of the genitourinary system"	"N00-N98"	"American Indian or Alaska Native"	"1002-5"	0	48314	Unreliable
	"Female"	"F"	"2021"	"2021"	"50-54 years"	"50-54"	"Diseases of the genitourinary system"	"N00-N98"	"Asian"	"A"	Suppressed	16676	Suppressed
	"Female"	"F"	"2021"	"2021"	"50-54 years"	"50-54"	"Diseases of the genitourinary system"	"N00-N98"	"Black or African American"	"2054-5"	Suppressed	80083	Suppressed
	"Female"	"F"	"2021"	"2021"	"50-54 years"	"50-54"	"Diseases of the genitourinary system"	"N00-N98"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	0	5812	Unreliable
	"Female"	"F"	"2021"	"2021"	"50-54 years"	"50-54"	"Diseases of the genitourinary system"	"N00-N98"	"White"	"2106-3"	124	1555988	8.0
	"Female"	"F"	"2021"	"2021"	"50-54 years"	"50-54"	"Diseases of the genitourinary system"	"N00-N98"	"More than one race"	"M"	Suppressed	36614	Suppressed
	"Female"	"F"	"2021"	"2021"	"50-54 years"	"50-54"	"Pregnancy, childbirth and the puerperium"	"O00-O99"	"American Indian or Alaska Native"	"1002-5"	0	48314	Unreliable
	"Female"	"F"	"2021"	"2021"	"50-54 years"	"50-54"	"Pregnancy, childbirth and the puerperium"	"O00-O99"	"Asian"	"A"	0	16676	Unreliable
	"Female"	"F"	"2021"	"2021"	"50-54 years"	"50-54"	"Pregnancy, childbirth and the puerperium"	"O00-O99"	"Black or African American"	"2054-5"	0	80083	Unreliable
	"Female"	"F"	"2021"	"2021"	"50-54 years"	"50-54"	"Pregnancy, childbirth and the puerperium"	"O00-O99"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	0	5812	Unreliable
	"Female"	"F"	"2021"	"2021"	"50-54 years"	"50-54"	"Pregnancy, childbirth and the puerperium"	"O00-O99"	"White"	"2106-3"	0	1555988	Unreliable
	"Female"	"F"	"2021"	"2021"	"50-54 years"	"50-54"	"Pregnancy, childbirth and the puerperium"	"O00-O99"	"More than one race"	"M"	0	36614	Unreliable
	"Female"	"F"	"2021"	"2021"	"50-54 years"	"50-54"	"Certain conditions originating in the perinatal period"	"P00-P96"	"American Indian or Alaska Native"	"1002-5"	0	48314	Unreliable
	"Female"	"F"	"2021"	"2021"	"50-54 years"	"50-54"	"Certain conditions originating in the perinatal period"	"P00-P96"	"Asian"	"A"	0	16676	Unreliable
	"Female"	"F"	"2021"	"2021"	"50-54 years"	"50-54"	"Certain conditions originating in the perinatal period"	"P00-P96"	"Black or African American"	"2054-5"	0	80083	Unreliable
	"Female"	"F"	"2021"	"2021"	"50-54 years"	"50-54"	"Certain conditions originating in the perinatal period"	"P00-P96"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	0	5812	Unreliable
	"Female"	"F"	"2021"	"2021"	"50-54 years"	"50-54"	"Certain conditions originating in the perinatal period"	"P00-P96"	"White"	"2106-3"	Suppressed	1555988	Suppressed
	"Female"	"F"	"2021"	"2021"	"50-54 years"	"50-54"	"Certain conditions originating in the perinatal period"	"P00-P96"	"More than one race"	"M"	0	36614	Unreliable
	"Female"	"F"	"2021"	"2021"	"50-54 years"	"50-54"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"American Indian or Alaska Native"	"1002-5"	0	48314	Unreliable
	"Female"	"F"	"2021"	"2021"	"50-54 years"	"50-54"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"Asian"	"A"	0	16676	Unreliable
	"Female"	"F"	"2021"	"2021"	"50-54 years"	"50-54"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"Black or African American"	"2054-5"	0	80083	Unreliable
	"Female"	"F"	"2021"	"2021"	"50-54 years"	"50-54"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	0	5812	Unreliable
	"Female"	"F"	"2021"	"2021"	"50-54 years"	"50-54"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"White"	"2106-3"	18	1555988	Unreliable
	"Female"	"F"	"2021"	"2021"	"50-54 years"	"50-54"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"More than one race"	"M"	0	36614	Unreliable
	"Female"	"F"	"2021"	"2021"	"50-54 years"	"50-54"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	"American Indian or Alaska Native"	"1002-5"	0	48314	Unreliable
	"Female"	"F"	"2021"	"2021"	"50-54 years"	"50-54"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	"Asian"	"A"	0	16676	Unreliable
	"Female"	"F"	"2021"	"2021"	"50-54 years"	"50-54"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	"Black or African American"	"2054-5"	Suppressed	80083	Suppressed
	"Female"	"F"	"2021"	"2021"	"50-54 years"	"50-54"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	0	5812	Unreliable
	"Female"	"F"	"2021"	"2021"	"50-54 years"	"50-54"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	"White"	"2106-3"	35	1555988	2.2
	"Female"	"F"	"2021"	"2021"	"50-54 years"	"50-54"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	"More than one race"	"M"	Suppressed	36614	Suppressed
	"Female"	"F"	"2021"	"2021"	"50-54 years"	"50-54"	"Codes for special purposes"	"U00-U99"	"American Indian or Alaska Native"	"1002-5"	15	48314	Unreliable
	"Female"	"F"	"2021"	"2021"	"50-54 years"	"50-54"	"Codes for special purposes"	"U00-U99"	"Asian"	"A"	Suppressed	16676	Suppressed
	"Female"	"F"	"2021"	"2021"	"50-54 years"	"50-54"	"Codes for special purposes"	"U00-U99"	"Black or African American"	"2054-5"	30	80083	37.5
	"Female"	"F"	"2021"	"2021"	"50-54 years"	"50-54"	"Codes for special purposes"	"U00-U99"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	Suppressed	5812	Suppressed
	"Female"	"F"	"2021"	"2021"	"50-54 years"	"50-54"	"Codes for special purposes"	"U00-U99"	"White"	"2106-3"	1531	1555988	98.4
	"Female"	"F"	"2021"	"2021"	"50-54 years"	"50-54"	"Codes for special purposes"	"U00-U99"	"More than one race"	"M"	Suppressed	36614	Suppressed
	"Female"	"F"	"2021"	"2021"	"50-54 years"	"50-54"	"External causes of morbidity and mortality"	"V01-Y89"	"American Indian or Alaska Native"	"1002-5"	Suppressed	48314	Suppressed
	"Female"	"F"	"2021"	"2021"	"50-54 years"	"50-54"	"External causes of morbidity and mortality"	"V01-Y89"	"Asian"	"A"	Suppressed	16676	Suppressed
	"Female"	"F"	"2021"	"2021"	"50-54 years"	"50-54"	"External causes of morbidity and mortality"	"V01-Y89"	"Black or African American"	"2054-5"	Suppressed	80083	Suppressed
	"Female"	"F"	"2021"	"2021"	"50-54 years"	"50-54"	"External causes of morbidity and mortality"	"V01-Y89"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	0	5812	Unreliable
	"Female"	"F"	"2021"	"2021"	"50-54 years"	"50-54"	"External causes of morbidity and mortality"	"V01-Y89"	"White"	"2106-3"	517	1555988	33.2
	"Female"	"F"	"2021"	"2021"	"50-54 years"	"50-54"	"External causes of morbidity and mortality"	"V01-Y89"	"More than one race"	"M"	11	36614	Unreliable
	"Female"	"F"	"2021"	"2021"	"55-59 years"	"55-59"	"Certain infectious and parasitic diseases"	"A00-B99"	"American Indian or Alaska Native"	"1002-5"	Suppressed	41997	Suppressed
	"Female"	"F"	"2021"	"2021"	"55-59 years"	"55-59"	"Certain infectious and parasitic diseases"	"A00-B99"	"Asian"	"A"	0	14234	Unreliable
	"Female"	"F"	"2021"	"2021"	"55-59 years"	"55-59"	"Certain infectious and parasitic diseases"	"A00-B99"	"Black or African American"	"2054-5"	Suppressed	69842	Suppressed
	"Female"	"F"	"2021"	"2021"	"55-59 years"	"55-59"	"Certain infectious and parasitic diseases"	"A00-B99"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	0	4818	Unreliable
	"Female"	"F"	"2021"	"2021"	"55-59 years"	"55-59"	"Certain infectious and parasitic diseases"	"A00-B99"	"White"	"2106-3"	197	1366762	14.4
	"Female"	"F"	"2021"	"2021"	"55-59 years"	"55-59"	"Certain infectious and parasitic diseases"	"A00-B99"	"More than one race"	"M"	Suppressed	31514	Suppressed
	"Female"	"F"	"2021"	"2021"	"55-59 years"	"55-59"	"Neoplasms"	"C00-D48"	"American Indian or Alaska Native"	"1002-5"	15	41997	Unreliable
	"Female"	"F"	"2021"	"2021"	"55-59 years"	"55-59"	"Neoplasms"	"C00-D48"	"Asian"	"A"	Suppressed	14234	Suppressed
	"Female"	"F"	"2021"	"2021"	"55-59 years"	"55-59"	"Neoplasms"	"C00-D48"	"Black or African American"	"2054-5"	33	69842	47.2
	"Female"	"F"	"2021"	"2021"	"55-59 years"	"55-59"	"Neoplasms"	"C00-D48"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	Suppressed	4818	Suppressed
	"Female"	"F"	"2021"	"2021"	"55-59 years"	"55-59"	"Neoplasms"	"C00-D48"	"White"	"2106-3"	1921	1366762	140.6
	"Female"	"F"	"2021"	"2021"	"55-59 years"	"55-59"	"Neoplasms"	"C00-D48"	"More than one race"	"M"	19	31514	Unreliable
	"Female"	"F"	"2021"	"2021"	"55-59 years"	"55-59"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	"American Indian or Alaska Native"	"1002-5"	0	41997	Unreliable
	"Female"	"F"	"2021"	"2021"	"55-59 years"	"55-59"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	"Asian"	"A"	0	14234	Unreliable
	"Female"	"F"	"2021"	"2021"	"55-59 years"	"55-59"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	"Black or African American"	"2054-5"	Suppressed	69842	Suppressed
	"Female"	"F"	"2021"	"2021"	"55-59 years"	"55-59"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	Suppressed	4818	Suppressed
	"Female"	"F"	"2021"	"2021"	"55-59 years"	"55-59"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	"White"	"2106-3"	42	1366762	3.1
	"Female"	"F"	"2021"	"2021"	"55-59 years"	"55-59"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	"More than one race"	"M"	0	31514	Unreliable
	"Female"	"F"	"2021"	"2021"	"55-59 years"	"55-59"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"American Indian or Alaska Native"	"1002-5"	Suppressed	41997	Suppressed
	"Female"	"F"	"2021"	"2021"	"55-59 years"	"55-59"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Asian"	"A"	Suppressed	14234	Suppressed
	"Female"	"F"	"2021"	"2021"	"55-59 years"	"55-59"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Black or African American"	"2054-5"	Suppressed	69842	Suppressed
	"Female"	"F"	"2021"	"2021"	"55-59 years"	"55-59"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	0	4818	Unreliable
	"Female"	"F"	"2021"	"2021"	"55-59 years"	"55-59"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"White"	"2106-3"	438	1366762	32.0
	"Female"	"F"	"2021"	"2021"	"55-59 years"	"55-59"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"More than one race"	"M"	Suppressed	31514	Suppressed
