"Notes"	"Gender"	"Gender Code"	"Year"	"Year Code"	"Five-Year Age Groups"	"Five-Year Age Groups Code"	"ICD Chapter"	"ICD Chapter Code"	Deaths	Population	Crude Rate
	"Female"	"F"	"2022 "	"2022"	"5-9 years"	"5-9"	"Neoplasms"	"C00-D48"	190	9777249	1.9
	"Female"	"F"	"2022 "	"2022"	"5-9 years"	"5-9"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	24	9777249	0.2
	"Female"	"F"	"2022 "	"2022"	"5-9 years"	"5-9"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	39	9777249	0.4
	"Female"	"F"	"2022 "	"2022"	"5-9 years"	"5-9"	"Mental and behavioural disorders"	"F01-F99"	Suppressed	9777249	Suppressed
	"Female"	"F"	"2022 "	"2022"	"5-9 years"	"5-9"	"Diseases of the nervous system"	"G00-G98"	93	9777249	1.0
	"Female"	"F"	"2022 "	"2022"	"5-9 years"	"5-9"	"Diseases of the eye and adnexa"	"H00-H57"	0	9777249	Unreliable
	"Female"	"F"	"2022 "	"2022"	"5-9 years"	"5-9"	"Diseases of the ear and mastoid process"	"H60-H93"	Suppressed	9777249	Suppressed
	"Female"	"F"	"2022 "	"2022"	"5-9 years"	"5-9"	"Diseases of the circulatory system"	"I00-I99"	57	9777249	0.6
	"Female"	"F"	"2022 "	"2022"	"5-9 years"	"5-9"	"Diseases of the respiratory system"	"J00-J98"	85	9777249	0.9
	"Female"	"F"	"2022 "	"2022"	"5-9 years"	"5-9"	"Diseases of the digestive system"	"K00-K92"	20	9777249	0.2
	"Female"	"F"	"2022 "	"2022"	"5-9 years"	"5-9"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	0	9777249	Unreliable
	"Female"	"F"	"2022 "	"2022"	"5-9 years"	"5-9"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	Suppressed	9777249	Suppressed
	"Female"	"F"	"2022 "	"2022"	"5-9 years"	"5-9"	"Diseases of the genitourinary system"	"N00-N98"	Suppressed	9777249	Suppressed
	"Female"	"F"	"2022 "	"2022"	"5-9 years"	"5-9"	"Pregnancy, childbirth and the puerperium"	"O00-O99"	0	9777249	Unreliable
	"Female"	"F"	"2022 "	"2022"	"5-9 years"	"5-9"	"Certain conditions originating in the perinatal period"	"P00-P96"	Suppressed	9777249	Suppressed
	"Female"	"F"	"2022 "	"2022"	"5-9 years"	"5-9"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	110	9777249	1.1
	"Female"	"F"	"2022 "	"2022"	"5-9 years"	"5-9"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	35	9777249	0.4
	"Female"	"F"	"2022 "	"2022"	"5-9 years"	"5-9"	"Codes for special purposes"	"U00-U99"	29	9777249	0.3
	"Female"	"F"	"2022 "	"2022"	"5-9 years"	"5-9"	"External causes of morbidity and mortality"	"V01-Y89"	397	9777249	4.1
	"Female"	"F"	"2022 "	"2022"	"10-14 years"	"10-14"	"Certain infectious and parasitic diseases"	"A00-B99"	35	10187986	0.3
	"Female"	"F"	"2022 "	"2022"	"10-14 years"	"10-14"	"Neoplasms"	"C00-D48"	213	10187986	2.1
	"Female"	"F"	"2022 "	"2022"	"10-14 years"	"10-14"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	19	10187986	Unreliable
	"Female"	"F"	"2022 "	"2022"	"10-14 years"	"10-14"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	56	10187986	0.5
	"Female"	"F"	"2022 "	"2022"	"10-14 years"	"10-14"	"Mental and behavioural disorders"	"F01-F99"	Suppressed	10187986	Suppressed
	"Female"	"F"	"2022 "	"2022"	"10-14 years"	"10-14"	"Diseases of the nervous system"	"G00-G98"	121	10187986	1.2
	"Female"	"F"	"2022 "	"2022"	"10-14 years"	"10-14"	"Diseases of the eye and adnexa"	"H00-H57"	Suppressed	10187986	Suppressed
	"Female"	"F"	"2022 "	"2022"	"10-14 years"	"10-14"	"Diseases of the ear and mastoid process"	"H60-H93"	0	10187986	Unreliable
	"Female"	"F"	"2022 "	"2022"	"10-14 years"	"10-14"	"Diseases of the circulatory system"	"I00-I99"	98	10187986	1.0
	"Female"	"F"	"2022 "	"2022"	"10-14 years"	"10-14"	"Diseases of the respiratory system"	"J00-J98"	67	10187986	0.7
	"Female"	"F"	"2022 "	"2022"	"10-14 years"	"10-14"	"Diseases of the digestive system"	"K00-K92"	23	10187986	0.2
	"Female"	"F"	"2022 "	"2022"	"10-14 years"	"10-14"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	Suppressed	10187986	Suppressed
	"Female"	"F"	"2022 "	"2022"	"10-14 years"	"10-14"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	11	10187986	Unreliable
	"Female"	"F"	"2022 "	"2022"	"10-14 years"	"10-14"	"Diseases of the genitourinary system"	"N00-N98"	Suppressed	10187986	Suppressed
	"Female"	"F"	"2022 "	"2022"	"10-14 years"	"10-14"	"Pregnancy, childbirth and the puerperium"	"O00-O99"	Suppressed	10187986	Suppressed
	"Female"	"F"	"2022 "	"2022"	"10-14 years"	"10-14"	"Certain conditions originating in the perinatal period"	"P00-P96"	Suppressed	10187986	Suppressed
	"Female"	"F"	"2022 "	"2022"	"10-14 years"	"10-14"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	80	10187986	0.8
	"Female"	"F"	"2022 "	"2022"	"10-14 years"	"10-14"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	38	10187986	0.4
	"Female"	"F"	"2022 "	"2022"	"10-14 years"	"10-14"	"Codes for special purposes"	"U00-U99"	33	10187986	0.3
	"Female"	"F"	"2022 "	"2022"	"10-14 years"	"10-14"	"External causes of morbidity and mortality"	"V01-Y89"	688	10187986	6.8
	"Female"	"F"	"2022 "	"2022"	"15-19 years"	"15-19"	"Certain infectious and parasitic diseases"	"A00-B99"	39	10553749	0.4
	"Female"	"F"	"2022 "	"2022"	"15-19 years"	"15-19"	"Neoplasms"	"C00-D48"	297	10553749	2.8
	"Female"	"F"	"2022 "	"2022"	"15-19 years"	"15-19"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	27	10553749	0.3
	"Female"	"F"	"2022 "	"2022"	"15-19 years"	"15-19"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	83	10553749	0.8
	"Female"	"F"	"2022 "	"2022"	"15-19 years"	"15-19"	"Mental and behavioural disorders"	"F01-F99"	19	10553749	Unreliable
	"Female"	"F"	"2022 "	"2022"	"15-19 years"	"15-19"	"Diseases of the nervous system"	"G00-G98"	138	10553749	1.3
	"Female"	"F"	"2022 "	"2022"	"15-19 years"	"15-19"	"Diseases of the eye and adnexa"	"H00-H57"	0	10553749	Unreliable
	"Female"	"F"	"2022 "	"2022"	"15-19 years"	"15-19"	"Diseases of the ear and mastoid process"	"H60-H93"	0	10553749	Unreliable
	"Female"	"F"	"2022 "	"2022"	"15-19 years"	"15-19"	"Diseases of the circulatory system"	"I00-I99"	143	10553749	1.4
	"Female"	"F"	"2022 "	"2022"	"15-19 years"	"15-19"	"Diseases of the respiratory system"	"J00-J98"	92	10553749	0.9
	"Female"	"F"	"2022 "	"2022"	"15-19 years"	"15-19"	"Diseases of the digestive system"	"K00-K92"	41	10553749	0.4
	"Female"	"F"	"2022 "	"2022"	"15-19 years"	"15-19"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	0	10553749	Unreliable
	"Female"	"F"	"2022 "	"2022"	"15-19 years"	"15-19"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	10	10553749	Unreliable
	"Female"	"F"	"2022 "	"2022"	"15-19 years"	"15-19"	"Diseases of the genitourinary system"	"N00-N98"	19	10553749	Unreliable
	"Female"	"F"	"2022 "	"2022"	"15-19 years"	"15-19"	"Pregnancy, childbirth and the puerperium"	"O00-O99"	32	10553749	0.3
	"Female"	"F"	"2022 "	"2022"	"15-19 years"	"15-19"	"Certain conditions originating in the perinatal period"	"P00-P96"	Suppressed	10553749	Suppressed
	"Female"	"F"	"2022 "	"2022"	"15-19 years"	"15-19"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	91	10553749	0.9
	"Female"	"F"	"2022 "	"2022"	"15-19 years"	"15-19"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	71	10553749	0.7
	"Female"	"F"	"2022 "	"2022"	"15-19 years"	"15-19"	"Codes for special purposes"	"U00-U99"	69	10553749	0.7
	"Female"	"F"	"2022 "	"2022"	"15-19 years"	"15-19"	"External causes of morbidity and mortality"	"V01-Y89"	2389	10553749	22.6
	"Female"	"F"	"2022 "	"2022"	"20-24 years"	"20-24"	"Certain infectious and parasitic diseases"	"A00-B99"	71	11103791	0.6
	"Female"	"F"	"2022 "	"2022"	"20-24 years"	"20-24"	"Neoplasms"	"C00-D48"	304	11103791	2.7
	"Female"	"F"	"2022 "	"2022"	"20-24 years"	"20-24"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	55	11103791	0.5
	"Female"	"F"	"2022 "	"2022"	"20-24 years"	"20-24"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	177	11103791	1.6
	"Female"	"F"	"2022 "	"2022"	"20-24 years"	"20-24"	"Mental and behavioural disorders"	"F01-F99"	72	11103791	0.6
	"Female"	"F"	"2022 "	"2022"	"20-24 years"	"20-24"	"Diseases of the nervous system"	"G00-G98"	235	11103791	2.1
	"Female"	"F"	"2022 "	"2022"	"20-24 years"	"20-24"	"Diseases of the eye and adnexa"	"H00-H57"	Suppressed	11103791	Suppressed
	"Female"	"F"	"2022 "	"2022"	"20-24 years"	"20-24"	"Diseases of the ear and mastoid process"	"H60-H93"	0	11103791	Unreliable
	"Female"	"F"	"2022 "	"2022"	"20-24 years"	"20-24"	"Diseases of the circulatory system"	"I00-I99"	275	11103791	2.5
	"Female"	"F"	"2022 "	"2022"	"20-24 years"	"20-24"	"Diseases of the respiratory system"	"J00-J98"	150	11103791	1.4
	"Female"	"F"	"2022 "	"2022"	"20-24 years"	"20-24"	"Diseases of the digestive system"	"K00-K92"	77	11103791	0.7
	"Female"	"F"	"2022 "	"2022"	"20-24 years"	"20-24"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	Suppressed	11103791	Suppressed
	"Female"	"F"	"2022 "	"2022"	"20-24 years"	"20-24"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	40	11103791	0.4
	"Female"	"F"	"2022 "	"2022"	"20-24 years"	"20-24"	"Diseases of the genitourinary system"	"N00-N98"	29	11103791	0.3
	"Female"	"F"	"2022 "	"2022"	"20-24 years"	"20-24"	"Pregnancy, childbirth and the puerperium"	"O00-O99"	132	11103791	1.2
	"Female"	"F"	"2022 "	"2022"	"20-24 years"	"20-24"	"Certain conditions originating in the perinatal period"	"P00-P96"	0	11103791	Unreliable
	"Female"	"F"	"2022 "	"2022"	"20-24 years"	"20-24"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	76	11103791	0.7
	"Female"	"F"	"2022 "	"2022"	"20-24 years"	"20-24"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	132	11103791	1.2
	"Female"	"F"	"2022 "	"2022"	"20-24 years"	"20-24"	"Codes for special purposes"	"U00-U99"	110	11103791	1.0
	"Female"	"F"	"2022 "	"2022"	"20-24 years"	"20-24"	"External causes of morbidity and mortality"	"V01-Y89"	4086	11103791	36.8
	"Female"	"F"	"2022 "	"2022"	"25-29 years"	"25-29"	"Certain infectious and parasitic diseases"	"A00-B99"	164	10840422	1.5
	"Female"	"F"	"2022 "	"2022"	"25-29 years"	"25-29"	"Neoplasms"	"C00-D48"	585	10840422	5.4
	"Female"	"F"	"2022 "	"2022"	"25-29 years"	"25-29"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	53	10840422	0.5
	"Female"	"F"	"2022 "	"2022"	"25-29 years"	"25-29"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	322	10840422	3.0
	"Female"	"F"	"2022 "	"2022"	"25-29 years"	"25-29"	"Mental and behavioural disorders"	"F01-F99"	189	10840422	1.7
	"Female"	"F"	"2022 "	"2022"	"25-29 years"	"25-29"	"Diseases of the nervous system"	"G00-G98"	276	10840422	2.5
	"Female"	"F"	"2022 "	"2022"	"25-29 years"	"25-29"	"Diseases of the eye and adnexa"	"H00-H57"	Suppressed	10840422	Suppressed
	"Female"	"F"	"2022 "	"2022"	"25-29 years"	"25-29"	"Diseases of the ear and mastoid process"	"H60-H93"	Suppressed	10840422	Suppressed
	"Female"	"F"	"2022 "	"2022"	"25-29 years"	"25-29"	"Diseases of the circulatory system"	"I00-I99"	570	10840422	5.3
	"Female"	"F"	"2022 "	"2022"	"25-29 years"	"25-29"	"Diseases of the respiratory system"	"J00-J98"	232	10840422	2.1
	"Female"	"F"	"2022 "	"2022"	"25-29 years"	"25-29"	"Diseases of the digestive system"	"K00-K92"	306	10840422	2.8
	"Female"	"F"	"2022 "	"2022"	"25-29 years"	"25-29"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	12	10840422	Unreliable
	"Female"	"F"	"2022 "	"2022"	"25-29 years"	"25-29"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	43	10840422	0.4
	"Female"	"F"	"2022 "	"2022"	"25-29 years"	"25-29"	"Diseases of the genitourinary system"	"N00-N98"	62	10840422	0.6
	"Female"	"F"	"2022 "	"2022"	"25-29 years"	"25-29"	"Pregnancy, childbirth and the puerperium"	"O00-O99"	232	10840422	2.1
	"Female"	"F"	"2022 "	"2022"	"25-29 years"	"25-29"	"Certain conditions originating in the perinatal period"	"P00-P96"	Suppressed	10840422	Suppressed
	"Female"	"F"	"2022 "	"2022"	"25-29 years"	"25-29"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	101	10840422	0.9
	"Female"	"F"	"2022 "	"2022"	"25-29 years"	"25-29"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	182	10840422	1.7
	"Female"	"F"	"2022 "	"2022"	"25-29 years"	"25-29"	"Codes for special purposes"	"U00-U99"	222	10840422	2.0
	"Female"	"F"	"2022 "	"2022"	"25-29 years"	"25-29"	"External causes of morbidity and mortality"	"V01-Y89"	5264	10840422	48.6
	"Female"	"F"	"2022 "	"2022"	"30-34 years"	"30-34"	"Certain infectious and parasitic diseases"	"A00-B99"	250	11471316	2.2
	"Female"	"F"	"2022 "	"2022"	"30-34 years"	"30-34"	"Neoplasms"	"C00-D48"	1271	11471316	11.1
	"Female"	"F"	"2022 "	"2022"	"30-34 years"	"30-34"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	88	11471316	0.8
	"Female"	"F"	"2022 "	"2022"	"30-34 years"	"30-34"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	538	11471316	4.7
	"Female"	"F"	"2022 "	"2022"	"30-34 years"	"30-34"	"Mental and behavioural disorders"	"F01-F99"	372	11471316	3.2
	"Female"	"F"	"2022 "	"2022"	"30-34 years"	"30-34"	"Diseases of the nervous system"	"G00-G98"	345	11471316	3.0
	"Female"	"F"	"2022 "	"2022"	"30-34 years"	"30-34"	"Diseases of the eye and adnexa"	"H00-H57"	0	11471316	Unreliable
	"Female"	"F"	"2022 "	"2022"	"30-34 years"	"30-34"	"Diseases of the ear and mastoid process"	"H60-H93"	0	11471316	Unreliable
	"Female"	"F"	"2022 "	"2022"	"30-34 years"	"30-34"	"Diseases of the circulatory system"	"I00-I99"	1128	11471316	9.8
	"Female"	"F"	"2022 "	"2022"	"30-34 years"	"30-34"	"Diseases of the respiratory system"	"J00-J98"	338	11471316	2.9
	"Female"	"F"	"2022 "	"2022"	"30-34 years"	"30-34"	"Diseases of the digestive system"	"K00-K92"	716	11471316	6.2
	"Female"	"F"	"2022 "	"2022"	"30-34 years"	"30-34"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	36	11471316	0.3
	"Female"	"F"	"2022 "	"2022"	"30-34 years"	"30-34"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	89	11471316	0.8
	"Female"	"F"	"2022 "	"2022"	"30-34 years"	"30-34"	"Diseases of the genitourinary system"	"N00-N98"	130	11471316	1.1
	"Female"	"F"	"2022 "	"2022"	"30-34 years"	"30-34"	"Pregnancy, childbirth and the puerperium"	"O00-O99"	359	11471316	3.1
	"Female"	"F"	"2022 "	"2022"	"30-34 years"	"30-34"	"Certain conditions originating in the perinatal period"	"P00-P96"	0	11471316	Unreliable
	"Female"	"F"	"2022 "	"2022"	"30-34 years"	"30-34"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	109	11471316	1.0
	"Female"	"F"	"2022 "	"2022"	"30-34 years"	"30-34"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	237	11471316	2.1
	"Female"	"F"	"2022 "	"2022"	"30-34 years"	"30-34"	"Codes for special purposes"	"U00-U99"	413	11471316	3.6
	"Female"	"F"	"2022 "	"2022"	"30-34 years"	"30-34"	"External causes of morbidity and mortality"	"V01-Y89"	6621	11471316	57.7
	"Female"	"F"	"2022 "	"2022"	"35-39 years"	"35-39"	"Certain infectious and parasitic diseases"	"A00-B99"	369	10965649	3.4
	"Female"	"F"	"2022 "	"2022"	"35-39 years"	"35-39"	"Neoplasms"	"C00-D48"	2429	10965649	22.2
	"Female"	"F"	"2022 "	"2022"	"35-39 years"	"35-39"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	130	10965649	1.2
	"Female"	"F"	"2022 "	"2022"	"35-39 years"	"35-39"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	746	10965649	6.8
	"Female"	"F"	"2022 "	"2022"	"35-39 years"	"35-39"	"Mental and behavioural disorders"	"F01-F99"	463	10965649	4.2
	"Female"	"F"	"2022 "	"2022"	"35-39 years"	"35-39"	"Diseases of the nervous system"	"G00-G98"	456	10965649	4.2
	"Female"	"F"	"2022 "	"2022"	"35-39 years"	"35-39"	"Diseases of the eye and adnexa"	"H00-H57"	0	10965649	Unreliable
	"Female"	"F"	"2022 "	"2022"	"35-39 years"	"35-39"	"Diseases of the ear and mastoid process"	"H60-H93"	0	10965649	Unreliable
	"Female"	"F"	"2022 "	"2022"	"35-39 years"	"35-39"	"Diseases of the circulatory system"	"I00-I99"	1978	10965649	18.0
	"Female"	"F"	"2022 "	"2022"	"35-39 years"	"35-39"	"Diseases of the respiratory system"	"J00-J98"	490	10965649	4.5
	"Female"	"F"	"2022 "	"2022"	"35-39 years"	"35-39"	"Diseases of the digestive system"	"K00-K92"	1226	10965649	11.2
	"Female"	"F"	"2022 "	"2022"	"35-39 years"	"35-39"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	43	10965649	0.4
	"Female"	"F"	"2022 "	"2022"	"35-39 years"	"35-39"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	114	10965649	1.0
	"Female"	"F"	"2022 "	"2022"	"35-39 years"	"35-39"	"Diseases of the genitourinary system"	"N00-N98"	225	10965649	2.1
	"Female"	"F"	"2022 "	"2022"	"35-39 years"	"35-39"	"Pregnancy, childbirth and the puerperium"	"O00-O99"	326	10965649	3.0
	"Female"	"F"	"2022 "	"2022"	"35-39 years"	"35-39"	"Certain conditions originating in the perinatal period"	"P00-P96"	0	10965649	Unreliable
	"Female"	"F"	"2022 "	"2022"	"35-39 years"	"35-39"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	130	10965649	1.2
	"Female"	"F"	"2022 "	"2022"	"35-39 years"	"35-39"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	244	10965649	2.2
	"Female"	"F"	"2022 "	"2022"	"35-39 years"	"35-39"	"Codes for special purposes"	"U00-U99"	607	10965649	5.5
	"Female"	"F"	"2022 "	"2022"	"35-39 years"	"35-39"	"External causes of morbidity and mortality"	"V01-Y89"	6619	10965649	60.4
	"Female"	"F"	"2022 "	"2022"	"40-44 years"	"40-44"	"Certain infectious and parasitic diseases"	"A00-B99"	566	10609527	5.3
	"Female"	"F"	"2022 "	"2022"	"40-44 years"	"40-44"	"Neoplasms"	"C00-D48"	4046	10609527	38.1
	"Female"	"F"	"2022 "	"2022"	"40-44 years"	"40-44"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	153	10609527	1.4
	"Female"	"F"	"2022 "	"2022"	"40-44 years"	"40-44"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	1124	10609527	10.6
	"Female"	"F"	"2022 "	"2022"	"40-44 years"	"40-44"	"Mental and behavioural disorders"	"F01-F99"	528	10609527	5.0
	"Female"	"F"	"2022 "	"2022"	"40-44 years"	"40-44"	"Diseases of the nervous system"	"G00-G98"	559	10609527	5.3
	"Female"	"F"	"2022 "	"2022"	"40-44 years"	"40-44"	"Diseases of the eye and adnexa"	"H00-H57"	0	10609527	Unreliable
	"Female"	"F"	"2022 "	"2022"	"40-44 years"	"40-44"	"Diseases of the ear and mastoid process"	"H60-H93"	Suppressed	10609527	Suppressed
	"Female"	"F"	"2022 "	"2022"	"40-44 years"	"40-44"	"Diseases of the circulatory system"	"I00-I99"	3479	10609527	32.8
	"Female"	"F"	"2022 "	"2022"	"40-44 years"	"40-44"	"Diseases of the respiratory system"	"J00-J98"	729	10609527	6.9
	"Female"	"F"	"2022 "	"2022"	"40-44 years"	"40-44"	"Diseases of the digestive system"	"K00-K92"	1700	10609527	16.0
	"Female"	"F"	"2022 "	"2022"	"40-44 years"	"40-44"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	62	10609527	0.6
	"Female"	"F"	"2022 "	"2022"	"40-44 years"	"40-44"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	162	10609527	1.5
	"Female"	"F"	"2022 "	"2022"	"40-44 years"	"40-44"	"Diseases of the genitourinary system"	"N00-N98"	358	10609527	3.4
	"Female"	"F"	"2022 "	"2022"	"40-44 years"	"40-44"	"Pregnancy, childbirth and the puerperium"	"O00-O99"	163	10609527	1.5
	"Female"	"F"	"2022 "	"2022"	"40-44 years"	"40-44"	"Certain conditions originating in the perinatal period"	"P00-P96"	Suppressed	10609527	Suppressed
	"Female"	"F"	"2022 "	"2022"	"40-44 years"	"40-44"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	116	10609527	1.1
	"Female"	"F"	"2022 "	"2022"	"40-44 years"	"40-44"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	327	10609527	3.1
	"Female"	"F"	"2022 "	"2022"	"40-44 years"	"40-44"	"Codes for special purposes"	"U00-U99"	995	10609527	9.4
	"Female"	"F"	"2022 "	"2022"	"40-44 years"	"40-44"	"External causes of morbidity and mortality"	"V01-Y89"	6455	10609527	60.8
	"Female"	"F"	"2022 "	"2022"	"45-49 years"	"45-49"	"Certain infectious and parasitic diseases"	"A00-B99"	760	9779109	7.8
	"Female"	"F"	"2022 "	"2022"	"45-49 years"	"45-49"	"Neoplasms"	"C00-D48"	6313	9779109	64.6
	"Female"	"F"	"2022 "	"2022"	"45-49 years"	"45-49"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	172	9779109	1.8
	"Female"	"F"	"2022 "	"2022"	"45-49 years"	"45-49"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	1621	9779109	16.6
	"Female"	"F"	"2022 "	"2022"	"45-49 years"	"45-49"	"Mental and behavioural disorders"	"F01-F99"	545	9779109	5.6
	"Female"	"F"	"2022 "	"2022"	"45-49 years"	"45-49"	"Diseases of the nervous system"	"G00-G98"	788	9779109	8.1
	"Female"	"F"	"2022 "	"2022"	"45-49 years"	"45-49"	"Diseases of the eye and adnexa"	"H00-H57"	0	9779109	Unreliable
	"Female"	"F"	"2022 "	"2022"	"45-49 years"	"45-49"	"Diseases of the ear and mastoid process"	"H60-H93"	0	9779109	Unreliable
	"Female"	"F"	"2022 "	"2022"	"45-49 years"	"45-49"	"Diseases of the circulatory system"	"I00-I99"	5040	9779109	51.5
	"Female"	"F"	"2022 "	"2022"	"45-49 years"	"45-49"	"Diseases of the respiratory system"	"J00-J98"	1122	9779109	11.5
	"Female"	"F"	"2022 "	"2022"	"45-49 years"	"45-49"	"Diseases of the digestive system"	"K00-K92"	2219	9779109	22.7
	"Female"	"F"	"2022 "	"2022"	"45-49 years"	"45-49"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	102	9779109	1.0
	"Female"	"F"	"2022 "	"2022"	"45-49 years"	"45-49"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	216	9779109	2.2
	"Female"	"F"	"2022 "	"2022"	"45-49 years"	"45-49"	"Diseases of the genitourinary system"	"N00-N98"	560	9779109	5.7
	"Female"	"F"	"2022 "	"2022"	"45-49 years"	"45-49"	"Pregnancy, childbirth and the puerperium"	"O00-O99"	10	9779109	Unreliable
	"Female"	"F"	"2022 "	"2022"	"45-49 years"	"45-49"	"Certain conditions originating in the perinatal period"	"P00-P96"	Suppressed	9779109	Suppressed
	"Female"	"F"	"2022 "	"2022"	"45-49 years"	"45-49"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	148	9779109	1.5
	"Female"	"F"	"2022 "	"2022"	"45-49 years"	"45-49"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	312	9779109	3.2
	"Female"	"F"	"2022 "	"2022"	"45-49 years"	"45-49"	"Codes for special purposes"	"U00-U99"	1554	9779109	15.9
	"Female"	"F"	"2022 "	"2022"	"45-49 years"	"45-49"	"External causes of morbidity and mortality"	"V01-Y89"	5535	9779109	56.6
	"Female"	"F"	"2022 "	"2022"	"50-54 years"	"50-54"	"Certain infectious and parasitic diseases"	"A00-B99"	1223	10372906	11.8
	"Female"	"F"	"2022 "	"2022"	"50-54 years"	"50-54"	"Neoplasms"	"C00-D48"	11264	10372906	108.6
	"Female"	"F"	"2022 "	"2022"	"50-54 years"	"50-54"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	255	10372906	2.5
	"Female"	"F"	"2022 "	"2022"	"50-54 years"	"50-54"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	2557	10372906	24.7
	"Female"	"F"	"2022 "	"2022"	"50-54 years"	"50-54"	"Mental and behavioural disorders"	"F01-F99"	664	10372906	6.4
	"Female"	"F"	"2022 "	"2022"	"50-54 years"	"50-54"	"Diseases of the nervous system"	"G00-G98"	1192	10372906	11.5
	"Female"	"F"	"2022 "	"2022"	"50-54 years"	"50-54"	"Diseases of the eye and adnexa"	"H00-H57"	0	10372906	Unreliable
	"Female"	"F"	"2022 "	"2022"	"50-54 years"	"50-54"	"Diseases of the ear and mastoid process"	"H60-H93"	Suppressed	10372906	Suppressed
	"Female"	"F"	"2022 "	"2022"	"50-54 years"	"50-54"	"Diseases of the circulatory system"	"I00-I99"	8191	10372906	79.0
	"Female"	"F"	"2022 "	"2022"	"50-54 years"	"50-54"	"Diseases of the respiratory system"	"J00-J98"	2387	10372906	23.0
	"Female"	"F"	"2022 "	"2022"	"50-54 years"	"50-54"	"Diseases of the digestive system"	"K00-K92"	3224	10372906	31.1
	"Female"	"F"	"2022 "	"2022"	"50-54 years"	"50-54"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	139	10372906	1.3
